country,date,confirmed,deaths,recovered,lat,long
iraq,2020-01-22,0,0,0.0,33.0,44.0
iraq,2020-01-23,0,0,0.0,33.0,44.0
iraq,2020-01-24,0,0,0.0,33.0,44.0
iraq,2020-01-25,0,0,0.0,33.0,44.0
iraq,2020-01-26,0,0,0.0,33.0,44.0
iraq,2020-01-27,0,0,0.0,33.0,44.0
iraq,2020-01-28,0,0,0.0,33.0,44.0
iraq,2020-01-29,0,0,0.0,33.0,44.0
iraq,2020-01-30,0,0,0.0,33.0,44.0
iraq,2020-01-31,0,0,0.0,33.0,44.0
iraq,2020-02-01,0,0,0.0,33.0,44.0
iraq,2020-02-02,0,0,0.0,33.0,44.0
iraq,2020-02-03,0,0,0.0,33.0,44.0
iraq,2020-02-04,0,0,0.0,33.0,44.0
iraq,2020-02-05,0,0,0.0,33.0,44.0
iraq,2020-02-06,0,0,0.0,33.0,44.0
iraq,2020-02-07,0,0,0.0,33.0,44.0
iraq,2020-02-08,0,0,0.0,33.0,44.0
iraq,2020-02-09,0,0,0.0,33.0,44.0
iraq,2020-02-10,0,0,0.0,33.0,44.0
iraq,2020-02-11,0,0,0.0,33.0,44.0
iraq,2020-02-12,0,0,0.0,33.0,44.0
iraq,2020-02-13,0,0,0.0,33.0,44.0
iraq,2020-02-14,0,0,0.0,33.0,44.0
iraq,2020-02-15,0,0,0.0,33.0,44.0
iraq,2020-02-16,0,0,0.0,33.0,44.0
iraq,2020-02-17,0,0,0.0,33.0,44.0
iraq,2020-02-18,0,0,0.0,33.0,44.0
iraq,2020-02-19,0,0,0.0,33.0,44.0
iraq,2020-02-20,0,0,0.0,33.0,44.0
iraq,2020-02-21,0,0,0.0,33.0,44.0
iraq,2020-02-22,0,0,0.0,33.0,44.0
iraq,2020-02-23,0,0,0.0,33.0,44.0
iraq,2020-02-24,1,0,0.0,33.0,44.0
iraq,2020-02-25,1,0,0.0,33.0,44.0
iraq,2020-02-26,5,0,0.0,33.0,44.0
iraq,2020-02-27,7,0,0.0,33.0,44.0
iraq,2020-02-28,7,0,0.0,33.0,44.0
iraq,2020-02-29,13,0,0.0,33.0,44.0
iraq,2020-03-01,19,0,0.0,33.0,44.0
iraq,2020-03-02,26,0,0.0,33.0,44.0
iraq,2020-03-03,32,0,0.0,33.0,44.0
iraq,2020-03-04,35,2,0.0,33.0,44.0
iraq,2020-03-05,35,2,0.0,33.0,44.0
iraq,2020-03-06,40,3,0.0,33.0,44.0
iraq,2020-03-07,54,4,0.0,33.0,44.0
iraq,2020-03-08,60,6,0.0,33.0,44.0
iraq,2020-03-09,60,6,3.0,33.0,44.0
iraq,2020-03-10,71,7,3.0,33.0,44.0
iraq,2020-03-11,71,7,15.0,33.0,44.0
iraq,2020-03-12,71,8,15.0,33.0,44.0
iraq,2020-03-13,101,9,24.0,33.0,44.0
iraq,2020-03-14,110,10,26.0,33.0,44.0
iraq,2020-03-15,116,10,26.0,33.0,44.0
iraq,2020-03-16,124,10,26.0,33.0,44.0
iraq,2020-03-17,154,11,32.0,33.0,44.0
iraq,2020-03-18,164,12,43.0,33.0,44.0
iraq,2020-03-19,192,13,43.0,33.0,44.0
iraq,2020-03-20,208,17,49.0,33.0,44.0
iraq,2020-03-21,214,17,51.0,33.0,44.0
iraq,2020-03-22,233,20,57.0,33.0,44.0
iraq,2020-03-23,266,23,57.0,33.0,44.0
iraq,2020-03-24,316,27,75.0,33.0,44.0
iraq,2020-03-25,346,29,103.0,33.0,44.0
iraq,2020-03-26,382,36,105.0,33.0,44.0
iraq,2020-03-27,458,40,122.0,33.0,44.0
iraq,2020-03-28,506,42,131.0,33.0,44.0
iraq,2020-03-29,547,42,143.0,33.0,44.0
iraq,2020-03-30,630,46,152.0,33.0,44.0
iraq,2020-03-31,694,50,170.0,33.0,44.0
iraq,2020-04-01,728,52,182.0,33.0,44.0
iraq,2020-04-02,772,54,202.0,33.0,44.0
